timestamp,ax,ay,az
0,-0.9379,-0.2842,0.1605
20,-0.9254,-0.2971,0.1973
40,-0.933,-0.2894,0.1771
60,-0.9275,-0.2756,0.1893
80,-0.9469,-0.2435,0.1848
100,-0.9482,-0.2552,0.1703
120,-0.9364,-0.2955,0.1697
140,-0.9301,-0.3146,0.1576
160,-0.928,-0.2881,0.1788
180,-0.9459,-0.2711,0.1736
200,-0.9377,-0.2993,0.1787
220,-0.9214,-0.2927,0.1565
240,-0.9374,-0.3131,0.1661
260,-0.916,-0.3151,0.1527
280,-0.9374,-0.2986,0.1324
300,-0.9031,-0.3187,0.1086
320,-0.885,-0.3568,0.0942
340,-0.8607,-0.3895,0.0726
360,-0.8895,-0.4786,0.1299
380,-0.8281,-0.5699,0.1536
400,-0.9647,-0.3933,0.1611
420,-0.8896,-0.3644,0.1636
440,-0.8676,-0.4952,0.1619
460,-0.8478,-0.4741,0.1729
480,-0.8271,-0.4617,0.1313
500,-0.8459,-0.4418,0.1477
520,-0.866,-0.4458,0.1956
540,-0.8649,-0.4658,0.2692
560,-0.8794,-0.473,0.2639
580,-0.8342,-0.4664,0.2678
600,-0.8033,-0.4757,0.3069
620,-0.8293,-0.4983,0.3698
640,-0.7561,-0.3568,0.3898
660,-0.7751,-0.4399,0.4912
680,-0.8047,-0.35,0.5007
700,-0.757,-0.2626,0.4855
720,-0.7325,-0.3163,0.4446
740,-0.928,-0.05,0.3323
760,-0.9299,-0.3302,0.4092
780,-0.9237,-0.4091,0.3877
800,-0.913,-0.3347,0.3804
820,-0.8904,-0.3242,0.3435
840,-0.8984,-0.3359,0.396
860,-0.9246,-0.2767,0.4161
880,-0.9421,-0.2428,0.4413
900,-0.7999,-0.2496,0.4412
920,-0.7007,-0.317,0.4617
940,-0.676,-0.2839,0.4346
960,-0.7118,-0.3015,0.4753
980,-0.7517,-0.2334,0.4664
1000,-0.7645,-0.1902,0.4874
1020,-0.9349,-0.3114,0.5084
1040,-1.0315,-0.4009,0.5481
1060,-0.8994,-0.0847,0.397
1080,-0.7284,-0.3656,0.2887
1100,-0.8831,-0.4321,0.2284
1120,-0.875,-0.2626,0.2595
1140,-0.8892,-0.3431,0.1862
1160,-0.8792,-0.4187,0.2115
1180,-0.8966,-0.295,0.1837
1200,-0.9277,-0.2993,0.1799
1220,-0.9462,-0.2611,0.1989
1240,-0.9443,-0.2871,0.1525
1260,-0.922,-0.3221,0.1349
1280,-0.9539,-0.3335,0.1382
1300,-0.9149,-0.3544,0.0959
1320,-0.9307,-0.3535,0.0914
1340,-0.9388,-0.321,0.1105
1360,-0.9138,-0.3342,0.1805
1380,-0.9308,-0.2356,0.1649
1400,-0.9465,-0.246,0.1505
1420,-0.9628,-0.2781,0.15
1440,-0.9479,-0.3066,0.1388
1460,-0.926,-0.2715,0.1565
1480,-0.95,-0.3109,0.1321
1500,-0.9482,-0.2726,0.1382
1520,-0.9498,-0.2804,0.1273
1540,-0.9294,-0.3282,0.1163
1560,-0.9272,-0.3323,0.1068
1580,-0.9369,-0.3115,0.1146
1600,-0.9343,-0.3164,0.1166
1620,-0.9447,-0.2975,0.1046
1640,-0.943,-0.332,0.0906
1660,-0.9247,-0.369,0.1066
1680,-0.9302,-0.3528,0.0919
1700,-0.9175,-0.3584,0.1053
1720,-0.9122,-0.3387,0.125
1740,-0.9012,-0.3645,0.1185
1760,-0.8669,-0.3903,0.0782
1780,-0.7302,-0.5171,0.0948
1800,-0.7241,-0.5747,0.061
1820,-0.8889,-0.6572,0.0536
1840,-1.0394,-0.5337,0.2312
1860,-0.913,-0.3486,0.2009
1880,-0.8695,-0.4014,0.1903
1900,-0.8618,-0.5096,0.1868
1920,-0.8583,-0.5022,0.1747
1940,-0.8571,-0.476,0.1952
1960,-0.8386,-0.4885,0.1813
1980,-0.8481,-0.4542,0.205
2000,-0.8466,-0.4646,0.2113
2020,-0.8356,-0.4419,0.257
2040,-0.7891,-0.4243,0.2563
2060,-0.8406,-0.4138,0.356
2080,-0.865,-0.3857,0.4738
2100,-0.8682,-0.2784,0.4276
2120,-0.8903,-0.1617,0.431
2140,-0.8623,-0.1921,0.4739
2160,-0.7957,-0.2804,0.4141
2180,-0.79,-0.2181,0.3484
2200,-0.864,-0.2168,0.4115
2220,-0.869,-0.228,0.422
2240,-0.9086,-0.1958,0.3905
2260,-0.9683,-0.1265,0.3826
2280,-0.9506,-0.1243,0.4113
2300,-0.8588,-0.205,0.417
2320,-0.8763,-0.189,0.3672
2340,-0.881,-0.1689,0.4246
2360,-0.8828,-0.1663,0.45
2380,-0.8625,-0.1444,0.4236
2400,-0.8411,-0.2354,0.4155
