timestamp,ax,ay,az,label
0.003,-0.8705,-0.4386,-0.3215,resting
0.004,-0.8206,-0.4366,-0.2732,resting
0.005,-0.8455,-0.4231,-0.2654,resting
0.005,-0.8812,-0.501,-0.308,resting
0.006,-0.8363,-0.4564,-0.2584,resting
0.006,-0.8207,-0.467,-0.3087,resting
0.007,-0.8448,-0.4266,-0.2395,resting
0.008,-0.8226,-0.428,-0.2821,resting
0.010,-0.8715,-0.4323,-0.2323,resting
0.011,-0.871,-0.4301,-0.2397,resting
0.012,-0.8424,-0.5181,-0.2001,resting
0.013,-0.8051,-0.49,-0.3119,resting
0.014,-0.8038,-0.5352,-0.2858,resting
0.016,-0.8141,-0.5776,-0.1997,resting
0.016,-0.8269,-0.5006,-0.2407,resting
0.017,-0.8029,-0.4698,-0.2775,resting
0.017,-0.7987,-0.4905,-0.3573,resting
0.018,-0.788,-0.5366,-0.3522,resting
0.018,-0.8152,-0.5183,-0.3153,resting
0.019,-0.8409,-0.4601,-0.2649,resting
0.020,-0.861,-0.4324,-0.2482,resting
0.020,-0.8386,-0.4757,-0.3052,resting
0.021,-0.8041,-0.4465,-0.2157,resting
0.021,-0.7622,-0.5079,-0.3367,resting
0.022,-0.759,-0.4554,-0.3265,resting
0.022,-0.807,-0.4326,-0.4194,resting
0.024,-0.7736,-0.4591,-0.4257,resting
0.025,-0.7786,-0.5339,-0.4116,resting
0.026,-0.7705,-0.4332,-0.4766,resting
0.027,-0.7758,-0.4425,-0.4336,resting
0.028,-0.7743,-0.4196,-0.5068,resting
0.029,-0.812,-0.4672,-0.5015,resting
0.030,-0.8309,-0.4446,-0.4989,resting
0.031,-0.89,-0.422,-0.5088,resting
0.033,-0.8009,-0.4391,-0.4922,resting
0.034,-0.7845,-0.4604,-0.4586,resting
0.035,-0.7598,-0.4783,-0.488,resting
0.036,-0.7802,-0.4812,-0.3818,resting
0.036,-0.8013,-0.4575,-0.3597,resting
0.037,-0.8102,-0.4008,-0.3346,resting
0.037,-0.7894,-0.407,-0.3389,resting
0.038,-0.7493,-0.4352,-0.3483,resting
0.039,-0.8817,-0.4523,-0.3408,resting
0.040,-0.8899,-0.4386,-0.2986,resting
0.041,-0.8284,-0.4818,-0.2993,resting
0.042,-0.7007,-0.5858,-0.3678,resting
0.042,-0.7854,-0.4675,-0.3256,resting
0.043,-0.7858,-0.4117,-0.4509,resting
0.044,-0.7576,-0.4801,-0.371,resting
0.044,-0.8452,-0.3682,-0.3505,resting
0.045,-0.9065,-0.3101,-0.3938,resting
0.046,-0.8805,-0.3318,-0.3356,resting
0.047,-0.8695,-0.3623,-0.373,resting
0.049,-0.8212,-0.3983,-0.4076,resting
0.050,-0.7848,-0.457,-0.3549,resting
0.051,-0.7661,-0.4235,-0.3845,resting
0.053,-0.7977,-0.395,-0.3934,resting
0.054,-0.8802,-0.3373,-0.3896,resting
0.056,-0.8564,-0.3619,-0.3719,resting
0.057,-0.8353,-0.4148,-0.4215,resting
0.058,-0.7994,-0.48,-0.3844,resting
0.059,-0.8109,-0.4601,-0.381,resting
0.061,-0.8082,-0.4526,-0.3473,resting
0.062,-0.8396,-0.4592,-0.3593,resting
0.063,-0.8063,-0.472,-0.3048,resting
0.064,-0.8196,-0.4642,-0.291,resting
0.066,-0.8243,-0.486,-0.2974,resting
0.067,-0.8199,-0.4937,-0.2893,resting
0.067,-0.8005,-0.488,-0.2792,resting
0.068,-0.8176,-0.4955,-0.3015,resting
0.069,-0.8396,-0.4744,-0.2834,resting
0.071,-0.8246,-0.4703,-0.3198,resting
0.072,-0.8254,-0.4846,-0.2932,resting
0.073,-0.8364,-0.484,-0.2955,resting
0.074,-0.8372,-0.4739,-0.2706,resting
0.075,-0.8385,-0.4774,-0.2827,resting
0.077,-0.8357,-0.4745,-0.2606,resting
0.077,-0.8259,-0.4836,-0.2667,resting
0.078,-0.8513,-0.4832,-0.2485,resting
0.079,-0.844,-0.478,-0.2206,resting
0.080,-0.8225,-0.4691,-0.2395,resting
0.080,-0.8167,-0.4752,-0.2673,resting
0.081,-0.8281,-0.4777,-0.2848,resting
0.082,-0.8324,-0.465,-0.2656,resting
0.082,-0.8629,-0.4573,-0.2845,resting
0.083,-0.8405,-0.4569,-0.283,resting
0.084,-0.8185,-0.4811,-0.3105,resting
0.084,-0.8046,-0.4727,-0.2892,resting
0.085,-0.8407,-0.4556,-0.277,resting
0.086,-0.84,-0.4596,-0.2876,resting
0.086,-0.8314,-0.4427,-0.3007,resting
0.087,-0.8253,-0.4689,-0.2944,resting
0.087,-0.8225,-0.4551,-0.3209,resting
0.088,-0.8214,-0.4589,-0.3341,resting
0.089,-0.8141,-0.4812,-0.34,resting
0.091,-0.8184,-0.4772,-0.3229,resting
0.091,-0.8135,-0.472,-0.3181,resting
0.092,-0.8192,-0.4752,-0.2975,resting
0.093,-0.8276,-0.4923,-0.3199,resting
0.093,-0.8113,-0.4635,-0.311,resting
0.094,-0.7999,-0.505,-0.3315,resting
0.094,-0.7894,-0.5179,-0.3391,resting
0.095,-0.7993,-0.4916,-0.3231,resting
0.096,-0.8035,-0.5005,-0.3132,resting
0.097,-0.7998,-0.5059,-0.3306,resting
0.098,-0.802,-0.4991,-0.3113,resting
0.098,-0.807,-0.5006,-0.3195,resting
0.099,-0.8025,-0.501,-0.316,resting
0.099,-0.8071,-0.4954,-0.3154,resting
0.100,-0.8011,-0.5031,-0.3153,resting
0.100,-0.8059,-0.4995,-0.3149,resting
0.101,-0.8071,-0.4962,-0.3058,resting
0.101,-0.8073,-0.5007,-0.3097,resting
0.102,-0.8051,-0.4998,-0.2976,resting
0.103,-0.8016,-0.5005,-0.3143,resting
0.103,-0.7961,-0.514,-0.3214,resting
0.104,-0.8176,-0.5005,-0.2963,resting
0.105,-0.8101,-0.4806,-0.2982,resting
0.105,-0.8083,-0.5012,-0.3165,resting
0.106,-0.8018,-0.5023,-0.3156,resting
0.106,-0.8029,-0.494,-0.3258,resting
0.107,-0.8101,-0.5017,-0.3116,resting
0.107,-0.8038,-0.4912,-0.3104,resting
0.108,-0.806,-0.4976,-0.3066,resting
0.109,-0.8153,-0.4918,-0.296,resting
0.109,-0.7987,-0.4968,-0.323,resting
0.110,-0.8046,-0.4996,-0.3191,resting
0.112,-0.7968,-0.4867,-0.3267,resting
0.113,-0.8126,-0.4698,-0.3308,resting
0.114,-0.8087,-0.4862,-0.3279,resting
0.114,-0.8093,-0.4818,-0.3157,resting
0.115,-0.7964,-0.4915,-0.3302,resting
0.115,-0.7999,-0.5006,-0.324,resting
0.115,-0.8093,-0.4899,-0.3345,resting
0.117,-0.8201,-0.4882,-0.3241,resting
0.117,-0.8295,-0.476,-0.3173,resting
0.117,-0.8,-0.4733,-0.3312,resting
0.117,-0.7811,-0.495,-0.3396,resting
