timestamp,ax,ay,az,label
0.01035761833190918,-0.079,-0.975,0.1421,walking
0.011885404586791992,0.0548,-0.9989,0.1841,walking
0.012507200241088867,0.0471,-0.952,0.1504,walking
0.013599634170532227,0.0001,-0.9717,0.1333,walking
0.01470494270324707,0.0127,-0.9381,0.1637,walking
0.015806198120117188,-0.0392,-0.9084,0.1801,walking
0.01689600944519043,-0.0116,-0.9595,0.2225,walking
0.018323659896850586,0.0697,-0.9788,0.2083,walking
0.0199739933013916,-0.2649,-1.0149,0.1627,walking
0.020595073699951172,-0.2535,-0.9458,0.0836,walking
0.02121901512145996,0.1528,-1.2178,0.1763,walking
0.021791696548461914,0.3368,-1.0083,0.4478,walking
0.022901535034179688,0.1913,-1.2202,0.3422,walking
0.023462533950805664,0.2892,-0.9674,0.3931,walking
0.024603605270385742,-0.2007,-0.8511,0.3347,walking
0.02518296241760254,-0.5074,-0.3937,0.3029,walking
0.026936769485473633,0.0332,-0.5742,0.4863,walking
0.028507232666015625,0.369,-0.8346,0.7429,walking
0.0295717716217041,-0.1138,-0.7911,0.5665,walking
0.03117084503173828,-0.0701,-0.6006,0.3356,walking
0.03168082237243652,0.0548,-1.3423,0.4475,walking
0.03339648246765137,0.0187,-0.9996,0.328,walking
0.03484845161437988,0.0444,-0.5144,0.1531,walking
0.035959482192993164,-0.4572,-1.368,0.1731,walking
0.03727865219116211,0.0245,-0.8086,0.2412,walking
0.03837251663208008,0.4751,-1.0234,0.002,walking
0.03948831558227539,0.0295,-0.9598,0.0795,walking
0.04094982147216797,-0.0011,-0.9484,0.1233,walking
0.0420689582824707,-0.0419,-0.967,0.1316,walking
0.04377484321594238,-0.0244,-0.9838,0.1576,walking
0.04647493362426758,-0.2924,-1.1586,0.188,walking
0.047815799713134766,-0.1562,-1.2289,0.1091,walking
0.05106353759765625,0.3843,-0.9056,0.2026,walking
0.052208662033081055,0.1993,-1.2228,0.3313,walking
0.053315162658691406,0.1415,-1.1785,0.3945,walking
0.053972482681274414,-0.8055,-0.7186,0.3625,walking
0.054537057876586914,-0.0718,-0.4807,0.2722,walking
0.055094003677368164,0.171,-0.4963,0.5267,walking
0.07271385192871094,-0.0525,-0.4679,0.3822,walking
0.12492895126342773,-0.3346,-0.9417,0.8623,walking
0.17954063415527344,-0.217,-0.8552,0.1954,walking
0.23259902000427246,0.5028,-1.2825,0.58,walking
0.28600335121154785,0.3944,-0.7413,0.2139,walking
0.33856725692749023,-0.0981,-1.0326,0.0956,walking
0.39188432693481445,-0.406,-0.9427,0.1857,walking
0.4456968307495117,0.322,-0.9199,0.1979,walking
0.49665188789367676,0.0713,-0.9139,0.0995,walking
0.5504128932952881,-0.078,-0.97,0.1174,walking
0.6041162014007568,-0.1802,-0.9766,0.1416,walking
0.656919002532959,0.0452,-0.9435,0.2367,walking
0.7096316814422607,-0.1461,-1.0223,0.0388,walking
0.7626116275787354,0.0479,-0.9678,0.0726,walking
0.8159558773040771,-0.0583,-1.2197,0.0684,walking
0.8698663711547852,-0.0092,-1.2167,0.0911,walking
0.9237329959869385,0.1708,-0.9545,0.1909,walking
0.9770987033843994,0.3514,-1.2078,0.2445,walking
1.0307824611663818,0.1254,-1.1478,0.3606,walking
1.082853078842163,-1.1215,-0.6136,0.2523,walking
1.1366219520568848,-0.0189,-0.6418,0.0217,walking
1.190476894378662,0.5596,-0.4263,0.4924,walking
