timestamp,ax,ay,az
0,-0.5167,-0.7031,-0.5664
20,-0.2599,-0.7152,-0.1217
40,-0.3418,-0.6521,-0.1768
60,-0.4958,-0.8833,-0.1855
80,-0.5277,-0.8274,-0.1537
100,-0.5646,-0.748,-0.0709
120,-0.4698,-0.681,-0.1699
140,-0.5402,-0.8888,-0.1581
160,-0.4885,-0.7738,-0.2083
180,-0.4272,-0.6664,-0.2155
200,-0.3763,-0.7734,-0.2416
220,-0.3014,-0.7886,-0.1998
240,-0.4973,-0.9659,-0.0267
260,-0.5359,-1.0364,-0.0608
280,-0.7776,-1.0771,0.0188
300,-0.4508,-0.8398,-0.0986
320,-0.452,-0.856,0.0945
340,-0.619,-0.537,0.1598
360,-0.8127,-0.6144,0.1414
380,-0.7439,-0.7657,0.0823
400,-0.4745,-0.7347,0.2086
420,-0.4259,-0.7767,0.0945
440,-0.4692,-0.8174,0.0876
460,-0.5029,-0.9058,0.0454
480,-0.2933,-0.7944,0.2139
500,-0.2443,-1.0582,0.3278
520,-0.6257,-0.9132,0.0718
540,-1.0442,-0.7349,0.3938
560,-0.9783,-0.696,0.1014
580,-1.2637,-0.8319,0.0305
600,-0.3636,-0.9711,0.0627
620,-0.2336,-0.8201,-0.1124
640,-0.3613,-0.6393,-0.2985
660,-0.2646,-0.6959,-0.4193
680,-0.2004,-0.688,-0.3802
700,-0.4366,-0.9938,0.1833
720,-0.6031,-1.1565,-0.1932
740,-0.5312,-0.8224,-0.1882
760,-1.3179,-0.8971,-0.2227
780,-0.5759,-0.8052,0.2031
800,-0.4479,-0.5566,0.2474
820,-0.6439,-0.7393,0.187
840,-0.6349,-0.6107,0.2053
860,-0.5044,-0.6362,0.1348
880,-0.5449,-0.7786,0.1433
900,-0.4446,-0.6654,0.0627
920,-0.4653,-0.8114,0.036
940,-0.3287,-0.9647,0.0674
960,-0.2644,-0.9672,0.1729
980,-0.5703,-1.1068,0.1017
1000,-0.91,-0.8688,0.5319
1020,-0.8987,-0.6599,0.1644
1040,-0.8358,-0.9337,0.0525
1060,-0.4244,-0.8201,0.0554
1080,-0.4291,-0.7206,-0.0706
1100,-0.197,-0.4719,-0.1481
1120,-0.3843,-0.6649,-0.2595
1140,-0.3669,-0.9924,-0.4076
1160,-0.6331,-0.985,-0.2695
1180,-0.6768,-0.7014,-0.3408
1200,-0.6749,-1.2544,-0.1742
1220,-0.4388,-0.6664,0.3346
1240,-0.4562,-0.7998,0.2676
1260,-0.5883,-0.8424,0.026
1280,-0.5679,-0.7657,0.0967
1300,-0.5509,-0.7389,0.0442
1320,-0.5302,-0.7787,0.0372
1340,-0.4255,-0.824,0.0812
1360,-0.469,-0.8981,-0.0714
1380,-0.3807,-1.0094,0.1945
1400,-0.5593,-0.9141,0.0837
1420,-0.3245,-1.0084,0.215
1440,-0.8246,-1.0251,0.4299
1460,-0.3594,-0.8955,0.2517
1480,-0.527,-0.7589,0.2817
1500,-0.4686,-0.8419,-0.0914
1520,-0.4819,-0.9688,0.2153
1540,-0.5229,-0.9104,0.2106
1560,-0.5084,-0.7875,0.0695
1580,-0.546,-0.8629,-0.005
1600,-0.5637,-0.8723,0.0129
1620,-0.415,-0.7285,-0.12
1640,-0.4261,-0.8043,-0.1901
1660,-0.432,-0.8508,-0.1206
1680,-0.4117,-0.7354,-0.2156
1700,-0.4727,-0.8728,-0.2378
1720,-0.5278,-0.8562,-0.2832
1740,-0.7255,-0.8844,-0.276
1760,-0.3672,-0.8866,-0.2772
1780,-0.662,-0.9293,0.2355
1800,-0.6327,-0.8252,0.0074
1820,-0.5387,-0.6506,0.1713
1840,-0.6801,-0.6189,0.1245
1860,-0.6992,-0.5428,0.0883
1880,-0.5594,-0.6492,0.1536
1900,-0.5814,-0.7621,0.1179
1920,-0.6073,-0.7471,-0.017
1940,-0.5498,-0.8196,-0.0239
1960,-0.2426,-1.0057,-0.0535
1980,-0.4668,-1.4287,0.0973
2000,-0.8949,-0.8773,0.3168
2020,-0.7836,-0.3947,0.1995
2040,-0.9128,-0.8802,0.1125
2060,-0.5562,-0.9597,0.14
2080,-0.5044,-0.6802,-0.1661
2100,-0.2131,-0.5416,-0.2305
2120,-0.2604,-0.7585,-0.1433
2140,-0.2368,-0.684,-0.2914
2160,-0.7035,-0.9165,0.0985
2180,-0.6313,-1.1133,-0.3616
2200,-1.0336,-1.0676,-0.0316
2220,-0.488,-0.7516,0.0715
2240,-0.4828,-0.3264,0.3821
2260,-0.5848,-0.8528,0.2373
2280,-0.626,-0.8442,0.0623
2300,-0.4376,-0.6731,0.0697
2320,-0.5111,-0.6512,0.1107
2340,-0.527,-0.7568,0.0586
2360,-0.4927,-0.7644,-0.0492
2380,-0.3539,-0.8319,0.0328
2400,-0.3641,-1.0608,-0.0754
2420,-0.8053,-1.0409,0.2495
2440,-0.87,-0.7019,0.1829
2460,-0.762,-0.896,0.2788
2480,-0.7103,-1.2015,0.282
2500,-0.2521,-0.7458,0.0433
2520,-0.3186,-0.646,-0.0363
2540,-0.2146,-0.6621,-0.1948
2560,-0.2623,-0.6819,-0.2327
2580,-0.5085,-1.0194,0.2189
2600,-0.8282,-1.0529,-0.3724
2620,-0.3667,-0.7789,-0.2084
2640,-0.8181,-1.229,-0.124
2660,-0.5466,-0.7334,0.1318
2680,-0.4135,-0.4731,0.4987
2700,-0.7162,-0.8613,0.1851
2720,-0.5681,-0.7367,0.0654
2740,-0.4974,-0.7305,0.1198
2760,-0.545,-0.7439,0.0972
2780,-0.5015,-0.7737,0.0504
2800,-0.4955,-0.8257,0.0188
2820,-0.4043,-0.8365,0.0255
2840,-0.4379,-0.8229,0.0408
2860,-0.569,-0.9225,0.2504
2880,-0.7141,-1.0305,0.4543
2900,-0.5094,-0.8284,0.0488
2920,-0.601,-1.0303,0.3074
2940,-0.5367,-0.8848,-0.0038
2960,-0.507,-0.7156,-0.056
2980,-0.3334,-0.7173,-0.0002
3000,-0.3245,-0.6981,-0.0906
3020,-0.376,-0.7098,-0.2756
3040,-0.3628,-0.9808,-0.2393
3060,-0.3794,-0.8041,0.0441
3080,-0.7499,-0.7585,0.0188
3100,-0.7897,-0.6588,-0.0806
3120,-0.603,-0.8741,-0.0809
3140,-0.5186,-1.004,0.1064
3160,-0.2961,-1.0979,0.1438
