timestamp,ax,ay,az
0,-0.9059,-0.1798,-0.4053
20,-0.2123,-0.1328,-0.0453
40,0.0048,-0.111,-0.1206
60,-1.1785,0.3512,-0.6282
80,-1.7537,0.4904,0.225
100,-1.6589,0.5404,0.0341
120,-0.996,-0.0902,0.7178
140,-0.6984,-0.0265,0.1104
160,-0.9581,-0.2085,-0.0765
180,-0.7505,0.1963,0.2683
200,-0.6547,0.0223,0.3408
220,-0.8772,0.1108,0.0751
240,-0.809,0.0394,-0.1051
260,-0.9641,-0.1576,-0.2697
280,-1.1465,-0.3879,-0.3552
300,-1.707,0.7448,1.2814
320,-1.4974,0.4016,0.5234
340,-1.6075,0.1511,0.3767
360,-0.8853,0.0974,-0.1364
380,-0.4148,-0.1946,0.3762
400,-0.542,0.2009,-0.0382
420,-0.7391,0.4493,-0.326
440,-1.2065,-0.0963,-0.1364
460,-0.8735,0.3676,-0.0724
480,-1.9866,-0.0406,0.6163
500,-0.6316,-0.0475,0.3231
520,-0.9957,-0.2062,0.1998
540,-1.2037,0.0663,0.1655
560,-0.9042,0.0159,0.3297
580,-0.7551,0.1543,0.2565
600,-0.985,0.0538,0.0918
620,-1.1292,0.0361,-0.0238
640,-0.98,0.0659,0.3655
660,-0.8552,-0.0242,0.3342
680,-0.9196,0.0852,0.1814
700,-1.1453,0.1285,-0.0393
720,-0.9844,0.0629,0.1498
740,-0.9097,0.134,0.3285
760,-0.9297,0.0946,0.2466
780,-1.0261,0.1195,0.1128
800,-0.9781,0.0815,0.1005
820,-0.9762,0.0941,0.1217
840,-0.9568,0.0814,0.1816
860,-0.9908,0.1005,0.1674
880,-0.9896,0.09,0.1558
900,-0.9801,0.0745,0.1086
920,-0.9718,0.1084,0.1659
940,-0.9878,0.1191,0.1633
960,-0.9851,0.1174,0.145
980,-0.9701,0.1051,0.1405
1000,-0.9763,0.0948,0.1521
1020,-0.9821,0.1213,0.116
1040,-0.98,0.1171,0.1224
1060,-0.9797,0.0978,0.1373
1080,-0.9794,0.1252,0.1302
1100,-0.9791,0.0951,0.1359
1120,-0.9729,0.0995,0.1732
1140,-0.98,0.1017,0.1444
1160,-0.9788,0.1033,0.1208
1180,-0.9865,0.1027,0.1547
1200,-0.9728,0.1028,0.1531
1220,-0.9769,0.0934,0.1543
1240,-0.9846,0.0972,0.1315
1260,-0.9843,0.0961,0.1365
1280,-0.9771,0.0894,0.1503
1300,-0.9803,0.0846,0.1501
1320,-0.9813,0.083,0.15
1340,-0.9861,0.0922,0.1305
1360,-0.9788,0.0848,0.136
1380,-0.9789,0.0864,0.1542
1400,-0.9767,0.0872,0.1582
1420,-0.9745,0.0872,0.1544
1440,-0.9739,0.0841,0.1599
1460,-0.9696,0.087,0.1742
1480,-0.9777,0.0969,0.1423
1500,-0.9764,0.0785,0.181
1520,-0.9741,0.1094,0.182
1540,-0.9794,0.072,0.1587
1560,-0.9647,0.0786,0.2102
1580,-0.9519,0.076,0.2129
1600,-1.0106,0.069,0.1797
1620,-0.9525,0.0109,0.203
1640,-0.9735,0.0232,0.196
1660,-0.9724,0.0032,0.1497
1680,-0.9722,0.001,0.1658
1700,-0.9833,-0.0027,0.176
1720,-0.9978,-0.0011,0.2069
1740,-0.9585,-0.0306,0.1555
1760,-1.0031,0.0076,0.1202
1780,-0.9872,0.03,0.0935
1800,-0.9507,0.1029,0.068
1820,-0.8374,0.0632,0.0143
1840,-0.9286,-0.0868,0.1073
1860,-1.3003,-0.1343,0.5214
1880,-1.0095,0.1721,0.6598
1900,-1.0713,0.0817,0.0522
1920,-1.1638,0.0251,0.2611
1940,-0.9904,0.0471,0.0819
1960,-0.6835,0.1626,0.3086
1980,-0.7441,0.0511,0.1635
2000,-0.9498,0.0508,0.371
2020,-1.0803,0.135,0.098
2040,-0.8544,0.1255,0.0304
2060,-1.1824,-0.0645,0.0115
2080,-1.052,0.0914,0.2239
2100,-0.9957,0.0908,0.1289
2120,-0.9545,0.0958,0.1893
2140,-0.9496,0.1003,0.1317
2160,-0.9509,0.0977,0.1439
2180,-0.9388,0.0653,0.1617
2200,-0.9613,0.1041,0.2117
2220,-0.9706,0.1067,0.1921
2240,-0.9562,0.0931,0.2126
2260,-0.9656,0.0994,0.2078
2280,-0.9634,0.1046,0.2228
2300,-0.9681,0.0945,0.1904
2320,-0.9696,0.0891,0.1816
2340,-0.9734,0.0897,0.1722
2360,-0.9751,0.0898,0.1899
2380,-0.9647,0.0897,0.2135
2400,-0.954,0.0942,0.207
2420,-0.9834,0.0952,0.1864
2440,-0.9733,0.0856,0.176
2460,-0.9775,0.0784,0.1998
2480,-0.9644,0.0854,0.2196
2500,-0.9696,0.0762,0.2385
2520,-0.9557,0.0697,0.2471
2540,-0.9702,0.0714,0.2152
2560,-0.9668,0.0554,0.2097
