timestamp,ax,ay,az
0,-0.6379,-0.0247,0.3594
20,-0.9982,0.0033,0.0438
40,-1.0211,0.1234,-0.0675
60,-0.9707,-0.0038,-0.1064
80,-1.1462,-0.2048,-0.0546
100,-1.0411,0.2194,0.3875
120,-1.1941,0.182,0.6195
140,-1.5439,-0.12,-0.1744
160,-1.2437,0.0377,-0.1233
180,-0.6097,0.033,-0.0989
200,-0.3997,-0.0588,0.084
220,-0.4487,0.1887,-0.1752
240,-1.407,0.1097,-0.3495
260,-1.3488,-0.02,-0.1702
280,-1.8658,0.3126,0.0826
300,-1.2388,0.2411,0.1465
320,-0.6014,-0.1819,0.0447
340,-0.9988,-0.1487,0.1819
360,-0.9773,0.072,0.0918
380,-0.8495,0.0645,0.2993
400,-0.7877,0.037,0.2017
420,-1.0031,0.0721,-0.0732
440,-0.9186,0.0736,-0.0546
460,-0.843,-0.0251,0.0305
480,-1.0914,-0.119,0.2318
500,-1.204,0.2444,0.2418
520,-1.186,0.3175,0.2845
540,-1.4929,0.3164,-0.1024
560,-1.1106,0.0322,-0.2198
580,-0.7979,-0.0717,0.2524
600,-0.7651,-0.1603,-0.157
620,-0.7539,0.3276,-0.0077
640,-0.9227,-0.4005,-0.1976
660,-1.4399,0.4756,0.2987
680,-0.9222,0.0826,0.2903
700,-0.9188,0.1102,0.0803
720,-0.8445,0.0164,0.0154
740,-1.04,0.0477,0.0568
760,-0.9795,0.0007,0.1539
780,-0.9386,0.1077,0.1592
800,-0.9862,0.0927,0.1632
820,-1.0016,0.0515,0.2013
840,-0.9702,0.0531,0.2277
860,-0.948,0.1255,0.1995
880,-0.9404,0.0732,0.1801
900,-0.9762,0.0438,0.1553
920,-0.9915,0.0518,0.1188
940,-0.9968,0.0626,0.0854
960,-1.0072,0.0413,0.1288
980,-0.9811,-0.0072,0.1599
1000,-0.9738,-0.0043,0.126
1020,-0.9792,0.0067,0.0493
1040,-1.0228,0.0635,0.0436
1060,-1.0249,0.0475,0.0293
1080,-0.9755,0.0137,0.1155
1100,-0.9572,0.0193,0.136
1120,-0.9785,0.0228,0.1339
1140,-0.9899,-0.0006,0.0872
1160,-1.0067,-0.0341,-0.0168
1180,-0.9797,-0.0433,0.0154
1200,-0.9491,-0.1113,0.0928
1220,-1.0684,-0.0753,0.2588
1240,-1.1202,0.1937,0.3219
1260,-0.865,0.1813,0.2908
1280,-0.9884,0.3029,0.2452
1300,-1.3008,0.1665,-0.2402
1320,-1.1278,0.188,0.0261
1340,-0.8596,0.0269,0.0039
1360,-0.8036,0.1885,0.0312
1380,-0.8398,0.1664,0.017
1400,-0.9485,0.1097,-0.0428
1420,-0.9502,0.1628,-0.115
1440,-1.0172,0.1901,-0.2123
1460,-1.0206,0.223,-0.2448
1480,-0.9445,0.1392,-0.198
1500,-0.8634,0.1185,-0.1793
1520,-0.8713,0.1056,-0.1736
1540,-1.3737,0.1768,0.2954
1560,-1.1249,0.059,0.0267
1580,-0.6302,0.1578,0.0065
1600,-0.7351,-0.03,0.1722
1620,-1.2761,-0.0376,-0.0098
1640,-0.9934,0.0411,0.1166
1660,-0.9478,0.0107,0.2253
1680,-0.9214,0.0269,0.1636
1700,-0.9659,0.0411,0.1183
1720,-0.9636,0.0903,0.0936
1740,-0.9557,0.0363,0.0214
1760,-1.0181,-0.0173,-0.0297
1780,-0.9211,-0.0317,0.1267
1800,-0.9949,0.0,0.2023
1820,-0.9573,0.0624,-0.0037
1840,-1.0881,-0.3114,-0.3152
1860,-1.225,0.0289,0.4373
1880,-1.2108,0.1876,0.6515
1900,-1.0198,0.126,0.2805
1920,-0.9707,0.1261,-0.105
1940,-0.9368,-0.1068,0.0697
1960,-0.8151,0.0299,0.0955
1980,-0.8213,0.0378,-0.0298
2000,-0.7513,0.1165,-0.2139
2020,-1.0453,-0.0295,-0.2281
2040,-1.0721,-0.0216,-0.2347
2060,-0.8087,0.2292,-0.2697
2080,-1.7887,0.2114,0.4835
2100,-0.6686,0.0907,0.0693
2120,-0.5586,-0.088,0.528
2140,-1.1364,0.0261,0.1642
2160,-0.7084,0.0948,0.1394
2180,-0.9099,0.0524,0.0763
2200,-0.9359,-0.0502,0.0925
2220,-0.9342,0.0366,0.1716
2240,-0.9626,0.1934,0.1469
2260,-1.0569,-0.0797,-0.2119
2280,-1.1462,-0.2795,0.231
2300,-0.7867,0.4053,0.3541
2320,-1.4574,0.0392,0.5948
2340,-1.478,0.0461,-0.1981
2360,-0.5762,0.0554,-0.1477
2380,-0.442,0.0365,-0.1809
2400,-0.6422,0.1462,-0.1011
2420,-0.8097,0.1593,-0.5758
2440,-1.6724,0.3978,-0.1099
2460,-0.9753,0.6102,-0.1594
2480,-2.0424,0.1842,1.1129
2500,-0.6467,0.115,-0.0706
2520,-0.6191,-0.1355,0.4005
2540,-1.2103,-0.0168,0.0706
2560,-0.6949,0.0104,0.0135
2580,-0.6953,0.0563,0.4667
2600,-1.0321,0.0944,0.1405
2620,-1.022,0.01,-0.4984
2640,-1.3285,-0.0321,-0.5703
2660,-1.5071,-0.1494,0.4347
2680,-1.299,0.5587,1.0842
2700,-1.1575,0.3021,0.2456
