timestamp,ax,ay,az,label
0.003,-0.115,-0.6592,-0.7557,walking
0.003,-0.1158,-0.6578,-0.7579,walking
0.006,-0.1146,-0.6571,-0.7555,walking
0.006,-0.1177,-0.6584,-0.7562,walking
0.006,-0.1173,-0.6561,-0.7565,walking
0.009,-0.1141,-0.658,-0.7551,walking
0.009,-0.1166,-0.6578,-0.7548,walking
0.009,-0.1166,-0.6556,-0.7579,walking
0.012,-0.1154,-0.6549,-0.7582,walking
0.012,-0.115,-0.657,-0.7548,walking
0.012,-0.1145,-0.6572,-0.7562,walking
0.014,-0.1132,-0.6565,-0.7573,walking
0.014,-0.1174,-0.6576,-0.7576,walking
0.014,-0.1158,-0.6592,-0.7532,walking
0.016,-0.1229,-0.6589,-0.7559,walking
0.016,-0.1199,-0.6499,-0.7566,walking
0.016,-0.1135,-0.6593,-0.754,walking
0.016,-0.119,-0.6583,-0.7524,walking
0.016,-0.1132,-0.6666,-0.7404,walking
0.019,-0.1055,-0.6643,-0.7499,walking
0.019,-0.1069,-0.6614,-0.7499,walking
0.022,-0.1127,-0.666,-0.7694,walking
0.022,-0.1079,-0.6653,-0.7461,walking
0.022,-0.1165,-0.6493,-0.7462,walking
0.023,-0.1232,-0.6697,-0.7485,walking
0.023,-0.1196,-0.6726,-0.7449,walking
0.023,-0.0626,-0.6763,-0.7448,walking
0.023,-0.0927,-0.6802,-0.749,walking
0.023,-0.099,-0.6671,-0.7454,walking
0.023,-0.1036,-0.6761,-0.7458,walking
0.023,-0.0885,-0.6791,-0.7469,walking
0.023,-0.0883,-0.6638,-0.7339,walking
0.023,-0.0896,-0.6785,-0.7466,walking
0.030,-0.0989,-0.6783,-0.7485,walking
0.030,-0.0709,-0.6576,-0.7402,walking
0.030,-0.0754,-0.6733,-0.7452,walking
0.030,-0.0873,-0.6747,-0.7234,walking
0.030,-0.0804,-0.6833,-0.7152,walking
0.030,-0.0668,-0.6885,-0.734,walking
0.030,-0.0764,-0.7203,-0.74,walking
