timestamp,ax,ay,az
0,-0.8544,-0.3517,-0.2366
20,-0.9983,-0.3451,-0.3599
40,-0.8461,-0.0267,-0.1241
60,-1.009,-0.1556,0.0381
80,-1.0533,-0.1003,-0.0385
100,-0.7802,0.0181,-0.0746
120,-0.9116,-0.0961,-0.0493
140,-1.067,-0.1538,-0.0245
160,-0.9882,-0.2714,-0.0098
180,-0.9611,-0.1364,0.0577
200,-1.0129,0.0042,0.0852
220,-1.0322,-0.0146,0.0236
240,-1.0028,-0.0634,-0.007
260,-1.0331,-0.0276,-0.0697
280,-0.9514,0.087,0.0399
300,-0.9414,0.2017,0.0409
320,-1.0441,0.201,0.0193
340,-1.0785,0.1501,-0.1915
360,-0.9819,0.1924,-0.2847
380,-0.8545,0.1559,-0.2178
400,-0.79,0.1687,-0.1233
420,-0.8853,0.272,0.0312
440,-1.036,0.3502,0.2179
460,-1.0839,0.3162,-0.0109
480,-0.9672,0.1334,0.0573
500,-0.9181,0.1833,-0.0477
520,-1.0674,0.0984,0.1879
540,-1.0253,0.1992,0.1227
560,-0.9827,0.2035,0.1073
580,-0.9967,0.1559,0.1423
600,-0.9836,0.1295,0.0762
620,-0.9655,0.1099,0.0516
640,-0.942,0.1456,0.1257
660,-0.9792,0.1613,0.1133
680,-0.9569,1.0231,-1.259
700,-0.9652,0.0774,-0.1199
720,-1.0266,0.2317,0.1716
740,-0.9897,0.1907,0.1683
760,-0.9779,0.1798,0.1031
780,-0.8989,0.1351,0.1619
800,-0.9663,0.1078,0.093
820,-0.9548,0.1515,0.0845
840,-0.9625,0.1656,0.1012
860,-1.0048,0.1307,0.0101
880,-0.9816,0.116,0.0168
900,-0.98,0.0747,-0.0181
920,-0.9949,0.1333,0.0642
940,-1.0006,0.1212,0.002
960,-1.0591,0.0978,0.0325
980,-1.2565,0.0378,0.0154
1000,-0.8291,0.0221,0.4403
1020,-0.9087,-0.0828,0.0977
1040,-1.0803,-0.1841,0.0543
1060,-0.8785,0.0426,0.2391
1080,-0.9073,-0.1528,0.093
1100,-0.9917,0.0829,0.3948
1120,-0.8372,-0.4579,0.0656
1140,-0.9459,-0.1923,0.1658
1160,-0.976,-0.2523,-0.0017
1180,-1.0389,0.0731,0.0409
1200,-0.7255,-0.6428,-0.2509
1220,-1.2186,-0.113,0.1163
1240,-0.6982,-0.5961,-0.0474
1260,-0.8738,-0.0763,-0.0398
1280,-0.9297,-0.2262,-0.1959
1300,-0.8882,-0.2612,-0.0417
1320,-1.0107,-0.1877,-0.1652
1340,-0.9724,-0.2485,-0.001
1360,-0.9767,-0.2887,-0.0712
1380,-1.0508,-0.2799,-0.0177
1400,-1.0806,-0.4635,0.3579
1420,-1.1813,-0.1816,-0.1384
1440,-0.9077,-0.1443,-0.1506
1460,-0.916,-0.228,0.0433
1480,-1.3405,-0.0887,-0.0815
1500,-0.6173,-0.0493,-0.0217
1520,-1.016,-0.1146,0.0011
1540,-1.0831,-0.2476,0.0167
1560,-1.032,-0.2054,0.0709
1580,-0.9421,-0.1213,-0.0732
1600,-0.9374,-0.2241,-0.0172
1620,-1.0016,-0.1981,0.0571
1640,-1.0891,-0.1692,0.0726
1660,-1.0658,-0.2291,-0.0037
1680,-0.8319,-0.1655,0.1023
1700,-1.0072,-0.2313,0.129
1720,-0.9751,-0.163,0.0753
1740,-0.9994,-0.1754,0.0295
1760,-0.9233,-0.1632,0.0507
1780,-0.9949,-0.1046,0.0638
1800,-1.0128,-0.1993,0.1106
1820,-1.0074,-0.0823,0.048
1840,-0.8778,-0.1418,0.1432
1860,-1.0515,-0.0684,0.0447
1880,-1.0303,-0.1599,0.1305
1900,-0.9683,-0.0847,-0.0045
1920,-0.9989,-0.0973,0.0138
1940,-1.0242,-0.1372,-0.0413
1960,-1.0408,-0.1855,0.0474
1980,-0.8929,-0.1501,0.054
2000,-0.9806,-0.1996,0.0575
2020,-0.9899,-0.2454,0.0513
2040,-0.9828,-0.0386,-0.0901
2060,-0.9469,0.0259,-0.1176
2080,-1.0824,-0.1053,0.04
2100,-0.9283,-0.0625,-0.1594
2120,-1.0452,-0.0596,-0.1921
2140,-0.9967,-0.1432,-0.0063
2160,-0.5275,-0.2534,-0.1311
2180,-1.1658,-0.3311,-0.2665
2200,-0.8862,-0.3203,-0.0908
2220,-0.9368,-0.2896,-0.0214
2240,-1.1208,-0.1544,0.0795
2260,-1.0719,0.0332,0.085
2280,-0.748,0.0569,0.1785
2300,-1.1057,-0.1332,0.2279
2320,-0.9932,0.0548,0.1432
2340,-0.9132,-0.005,0.0754
2360,-1.1798,-0.1669,0.1625
2380,-0.8436,-0.1486,0.1696
2400,-0.8918,-0.187,-0.0371
2420,-0.832,-0.1963,0.4464
2440,-0.9296,-0.2269,0.0317
2460,-0.8873,-0.3066,0.0875
2480,-1.0852,-0.3927,0.0146
2500,-0.7874,-0.1475,0.2352
2520,-1.2167,-0.2321,0.0172
2540,-1.0686,-0.1224,0.0508
2560,-1.0367,0.1255,0.2085
2580,-1.2466,-0.1544,-0.0288
2600,-1.0339,-0.2173,-0.2229
2620,-1.0188,-0.2073,0.1897
2640,-0.9512,-0.1588,-0.028
2660,-0.986,-0.2773,-0.0636
2680,-0.8485,-0.4127,-0.0148
2700,-0.8313,-0.2316,-0.0779
2720,-0.9745,-0.3468,0.0912
2740,-0.9904,-0.3527,0.1179
2760,-0.9773,-0.3431,0.0374
2780,-0.9674,-0.3735,0.0363
2800,-1.0083,-0.3726,-0.0779
2820,-0.9045,-0.2754,-0.0652
2840,-0.9406,-0.2714,-0.2018
2860,-0.9366,-0.317,-0.0229
2880,-0.937,-0.2711,-0.0181
2900,-0.9358,-0.2775,-0.0804
2920,-0.9597,-0.2611,-0.0613
2940,-0.9579,-0.2657,-0.2041
2960,-0.9922,-0.21,-0.0862
2980,-1.0103,-0.2063,-0.0642
3000,-0.9473,-0.1598,-0.0458
