timestamp,ax,ay,az
0,-0.3253,-0.5469,-0.2112
20,-2.1355,-3.9995,1.6558
40,-1.0343,-1.3232,0.3528
60,-1.2744,-0.8729,0.0916
80,-0.6647,0.0524,-0.0209
100,0.2501,0.2778,-0.4388
120,0.2551,0.6044,0.0665
140,-0.8645,-0.4586,1.3195
160,-1.4482,-1.3469,0.498
180,-1.5074,0.0283,0.3047
200,-1.1547,-0.943,0.1337
220,-0.9935,-0.7189,0.1652
240,-0.6553,-0.4016,0.2126
260,-0.647,-0.2926,0.1825
280,-0.6715,-0.47,0.2566
300,-0.7673,-0.5868,0.3325
320,-0.6642,-0.5714,0.3441
340,-0.7087,-0.6892,0.2407
360,-0.9281,-0.4851,0.4266
380,-0.7767,-0.448,0.5015
400,-0.6613,-0.4546,0.318
420,-0.6674,-0.4447,0.2966
440,-0.6555,-0.3597,0.2402
460,-0.696,-0.4218,0.35
480,-0.8439,-0.6293,0.4464
500,-0.7628,-0.7043,0.3978
520,-0.8101,-0.6985,0.3303
540,-0.5155,-0.6488,0.4795
560,-0.9286,-0.4999,0.4373
580,-0.8431,-0.6094,0.3824
600,-0.7184,-0.4736,0.3723
620,-0.8459,-0.3087,0.3281
640,-0.8569,-0.3812,0.2972
660,-0.7971,-0.4456,0.3542
680,-0.8082,-0.3794,0.318
700,-0.9376,-0.4446,0.2928
720,-0.7988,-0.5128,0.3109
740,-0.797,-0.453,0.3015
760,-0.8374,-0.4564,0.3015
780,-0.8258,-0.5381,0.3097
800,-0.7568,-0.5442,0.313
820,-0.8257,-0.4932,0.3129
840,-0.7974,-0.5127,0.3109
860,-0.8051,-0.4766,0.3269
880,-0.7983,-0.4535,0.338
900,-0.8235,-0.4673,0.3566
920,-0.7502,-0.4805,0.4008
940,-0.7313,-0.5022,0.3752
960,-0.7959,-0.4663,0.3756
980,-0.7933,-0.511,0.3866
1000,-0.7285,-0.5482,0.3872
1020,-0.715,-0.5602,0.3721
1040,-0.7686,-0.4951,0.3739
1060,-0.7621,-0.4689,0.3967
1080,-0.7145,-0.5104,0.4156
1100,-0.7576,-0.5233,0.3905
1120,-0.7119,-0.549,0.4397
1140,-0.7487,-0.5306,0.3802
1160,-0.7334,-0.5375,0.4034
1180,-0.7468,-0.5302,0.392
